ID,isFreq,isVar,clickNum,time,timePeriod,isCorrect,onSwimmer,isDuringDrowning,onDiver,clickDelay,expression,swimmerStill,swimmerX,swimmerY,StuckToWalls,,,,,,,,,,
13,1,0,27,567.223618030548,Condition,True,True,True,False,1.01181888580322,3,False,926,264,0,,,,,,,,,,
13,1,0,12,279.225934028625,Condition,True,True,True,False,1.03345394134521,3,True,857,433,0,,,,,,,,,,
13,1,0,45,993.40467095375,Condition,True,True,True,False,1.05597782135009,3,False,1051,611,0,,,,,,,,,,
13,1,0,14,291.34,Condition,True,True,True,False,1.11807107925415,3,False,286,303,0,,,,,,,,,,
13,1,0,37,807.366969108581,Condition,True,True,True,False,1.23269915580749,2,True,687,558,0,,,,,,,,,,
13,1,0,6,236.504372119903,Condition,True,True,True,False,1.23985910415649,3,True,1017,101,0,,,,,,,,,,
13,1,0,24,534.441827058792,Condition,True,True,True,False,1.34432792663574,2,False,555,462,0,,,,,,,,,,
13,1,0,7,239.6477560997,Condition,True,True,True,False,1.41920208930969,2,True,698,302,0,,,,,,,,,,
13,1,0,3,182.686571121215,Condition,True,True,True,False,1.43791794776916,3,True,962,210,0,,,,,,,,,,
13,1,0,1,64.588406085968,Initial,True,True,True,False,1.46577405929565,3,False,850,588,0,,,,,,,,,,
13,1,0,25,548.708495140075,Condition,True,True,True,False,1.49803709983825,3,True,555,462,0,,,,,,,,,,
13,1,0,28,576.813778162002,Condition,True,True,True,False,1.53230500221252,3,True,546,642,0,,,,,,,,,,
13,1,0,18,413.784649133682,Condition,True,True,True,False,1.56241703033447,3,False,674,577,0,,,,,,,,,,
